Id;SurveyItem;OptionLabel;SubSuveyItem
6281;452;"3";0
6287;453;"3";0
6293;454;"3";0
6299;455;"3";0
6305;456;"3";0
6311;457;"3";0
6317;458;"3";0
6323;459;"3";0
6329;460;"3";0
6335;461;"3";0
6341;462;"3";0
6347;463;"3";0
6353;464;"3";0
6359;465;"3";0
6365;466;"3";0
6371;467;"3";0
6377;468;"3";0
6383;469;"3";0
6389;470;"3";0
6395;471;"3";0
6401;472;"3";0
6407;473;"3";0
6413;474;"3";0
6419;475;"3";0
6425;477;"3";0
6431;478;"3";0
6437;479;"3";0
6443;480;"3";0
6449;481;"3";0
6455;482;"3";0
6461;483;"3";0
6467;484;"3";0
6473;485;"3";0
6479;486;"3";0
6485;487;"3";0
6491;488;"3";0
6497;489;"3";0
6503;490;"3";0
6509;491;"3";0
6515;492;"3";0
6521;493;"3";0
6527;494;"3";0
6533;495;"3";0
6539;496;"3";0
6545;497;"3";0
6551;498;"3";0
6557;499;"3";0
6563;500;"3";0
6569;501;"3";0
6575;502;"3";0
6581;503;"3";0
6587;504;"3";0
6593;505;"3";0
6599;506;"3";0
6605;507;"3";0
6611;508;"3";0
6617;509;"3";0
6623;510;"3";0
6629;511;"3";0
6635;512;"3";0
6641;513;"3";0
6647;514;"3";0
6653;515;"3";0
6659;516;"3";0
6665;517;"3";0
6671;518;"3";0
6677;519;"3";0
6683;520;"3";0
6689;521;"3";0
6695;522;"3";0
6701;523;"3";0
6707;524;"3";0
6713;525;"3";0
6719;526;"3";0
6725;527;"3";0
6731;528;"3";0
6742;333;"3";0
6752;324;"3";0
3734;372;"2";0
3744;373;"2";0
5383;388;"2";0
5386;395;"2";0
5411;387;"2";0
5919;323;"2";0
5929;322;"2";0
5959;275;"2";0
6017;394;"2";0
6081;332;"2";0
6091;277;"2";0
6101;203;"2";0
6121;230;"2";0
6134;264;"2";0
6154;271;"2";0
6164;272;"2";0
6179;225;"2";0
6189;389;"2";0
6204;438;"2";0
6210;439;"2";0
6216;441;"2";0
6222;442;"2";0
6228;443;"2";0
6234;444;"2";0
6240;445;"2";0
6246;446;"2";0
6252;447;"2";0
6258;448;"2";0
6264;449;"2";0
6270;450;"2";0
6276;451;"2";0
6282;452;"2";0
6288;453;"2";0
6294;454;"2";0
6300;455;"2";0
6306;456;"2";0
6312;457;"2";0
6318;458;"2";0
6324;459;"2";0
6330;460;"2";0
6336;461;"2";0
6342;462;"2";0
6348;463;"2";0
6354;464;"2";0
6360;465;"2";0
6366;466;"2";0
6372;467;"2";0
6378;468;"2";0
6384;469;"2";0
6390;470;"2";0
6396;471;"2";0
6402;472;"2";0
6408;473;"2";0
6414;474;"2";0
6420;475;"2";0
6426;477;"2";0
6432;478;"2";0
6438;479;"2";0
6444;480;"2";0
6450;481;"2";0
6456;482;"2";0
6462;483;"2";0
6468;484;"2";0
6474;485;"2";0
6480;486;"2";0
6486;487;"2";0
6492;488;"2";0
6498;489;"2";0
6504;490;"2";0
6510;491;"2";0
6516;492;"2";0
6522;493;"2";0
6528;494;"2";0
6534;495;"2";0
6540;496;"2";0
6546;497;"2";0
6552;498;"2";0
6558;499;"2";0
6564;500;"2";0
6570;501;"2";0
6576;502;"2";0
6582;503;"2";0
6588;504;"2";0
6594;505;"2";0
6600;506;"2";0
6606;507;"2";0
6612;508;"2";0
6618;509;"2";0
6624;510;"2";0
6630;511;"2";0
6636;512;"2";0
6642;513;"2";0
6648;514;"2";0
6654;515;"2";0
6660;516;"2";0
6666;517;"2";0
6672;518;"2";0
6678;519;"2";0
6684;520;"2";0
6690;521;"2";0
6696;522;"2";0
6702;523;"2";0
6708;524;"2";0
6714;525;"2";0
6720;526;"2";0
6726;527;"2";0
6732;528;"2";0
6743;333;"2";0
6753;324;"2";0
3735;372;"1";0
3745;373;"1";0
5384;388;"1";0
5385;395;"1";0
5412;387;"1";0
5920;323;"1";0
5930;322;"1";0
5960;275;"1";0
6016;394;"1";0
6082;332;"1";0
6092;277;"1";0
6102;203;"1";0
6122;230;"1";0
6135;264;"1";0
6155;271;"1";0
6165;272;"1";0
6180;225;"1";0
6190;389;"1";0
6205;438;"1";0
6211;439;"1";0
6217;441;"1";0
6223;442;"1";0
6229;443;"1";0
6235;444;"1";0
6241;445;"1";0
6247;446;"1";0
6253;447;"1";0
6259;448;"1";0
6265;449;"1";0
6271;450;"1";0
6277;451;"1";0
6283;452;"1";0
6289;453;"1";0
6295;454;"1";0
6301;455;"1";0
6307;456;"1";0
6313;457;"1";0
6319;458;"1";0
6325;459;"1";0
6331;460;"1";0
6337;461;"1";0
6343;462;"1";0
6349;463;"1";0
6355;464;"1";0
6361;465;"1";0
6367;466;"1";0
6373;467;"1";0
6379;468;"1";0
6385;469;"1";0
6391;470;"1";0
6397;471;"1";0
6403;472;"1";0
6409;473;"1";0
6415;474;"1";0
6421;475;"1";0
6427;477;"1";0
6433;478;"1";0
6439;479;"1";0
6445;480;"1";0
6451;481;"1";0
6457;482;"1";0
6463;483;"1";0
6469;484;"1";0
6475;485;"1";0
6481;486;"1";0
6487;487;"1";0
6493;488;"1";0
6499;489;"1";0
6505;490;"1";0
6511;491;"1";0
6517;492;"1";0
6523;493;"1";0
6529;494;"1";0
6535;495;"1";0
6541;496;"1";0
6547;497;"1";0
6553;498;"1";0
6559;499;"1";0
6565;500;"1";0
6571;501;"1";0
6577;502;"1";0
6583;503;"1";0
6589;504;"1";0
6595;505;"1";0
6601;506;"1";0
6607;507;"1";0
6613;508;"1";0
6619;509;"1";0
6625;510;"1";0
6631;511;"1";0
6637;512;"1";0
6643;513;"1";0
6649;514;"1";0
6655;515;"1";0
6661;516;"1";0
6667;517;"1";0
6673;518;"1";0
6679;519;"1";0
6685;520;"1";0
6691;521;"1";0
6697;522;"1";0
6703;523;"1";0
6709;524;"1";0
6715;525;"1";0
6721;526;"1";0
6727;527;"1";0
6733;528;"1";0
6744;333;"1";0
6754;324;"1";0
3731;372;"5";0
3741;373;"5";0
5380;388;"5";0
5408;387;"5";0
5916;323;"5";0
5926;322;"5";0
5956;275;"5";0
6078;332;"5";0
6088;277;"5";0
6098;203;"5";0
6118;230;"5";0
6131;264;"5";0
6151;271;"5";0
6161;272;"5";0
6176;225;"5";0
6186;389;"5";0
6201;438;"5";0
6207;439;"5";0
6213;441;"5";0
6219;442;"5";0
6225;443;"5";0
6231;444;"5";0
6237;445;"5";0
6243;446;"5";0
6249;447;"5";0
6255;448;"5";0
6261;449;"5";0
6267;450;"5";0
6273;451;"5";0
6279;452;"5";0
6285;453;"5";0
6291;454;"5";0
6297;455;"5";0
6303;456;"5";0
6309;457;"5";0
6315;458;"5";0
6321;459;"5";0
6327;460;"5";0
6333;461;"5";0
6339;462;"5";0
6345;463;"5";0
6351;464;"5";0
6357;465;"5";0
6363;466;"5";0
6369;467;"5";0
6375;468;"5";0
6381;469;"5";0
6387;470;"5";0
6393;471;"5";0
6399;472;"5";0
6405;473;"5";0
6411;474;"5";0
6417;475;"5";0
6423;477;"5";0
6429;478;"5";0
6435;479;"5";0
6441;480;"5";0
6447;481;"5";0
6453;482;"5";0
6459;483;"5";0
6465;484;"5";0
6471;485;"5";0
6477;486;"5";0
6483;487;"5";0
6489;488;"5";0
6495;489;"5";0
6501;490;"5";0
6507;491;"5";0
6513;492;"5";0
6519;493;"5";0
6525;494;"5";0
6531;495;"5";0
6537;496;"5";0
6543;497;"5";0
6549;498;"5";0
6555;499;"5";0
6561;500;"5";0
6567;501;"5";0
6573;502;"5";0
6579;503;"5";0
6585;504;"5";0
6591;505;"5";0
6597;506;"5";0
6603;507;"5";0
6609;508;"5";0
6615;509;"5";0
6621;510;"5";0
6627;511;"5";0
6633;512;"5";0
6639;513;"5";0
6645;514;"5";0
6651;515;"5";0
6657;516;"5";0
6663;517;"5";0
6669;518;"5";0
6675;519;"5";0
6681;520;"5";0
6687;521;"5";0
6693;522;"5";0
6699;523;"5";0
6705;524;"5";0
6711;525;"5";0
6717;526;"5";0
6723;527;"5";0
6729;528;"5";0
6740;333;"5";0
6750;324;"5";0
6206;438;"N/A";0
6212;439;"N/A";0
6218;441;"N/A";0
6224;442;"N/A";0
6230;443;"N/A";0
6236;444;"N/A";0
6242;445;"N/A";0
6248;446;"N/A";0
6254;447;"N/A";0
6260;448;"N/A";0
6266;449;"N/A";0
6272;450;"N/A";0
6278;451;"N/A";0
6284;452;"N/A";0
6290;453;"N/A";0
6296;454;"N/A";0
6302;455;"N/A";0
6308;456;"N/A";0
6314;457;"N/A";0
6320;458;"N/A";0
6326;459;"N/A";0
6332;460;"N/A";0
6338;461;"N/A";0
6344;462;"N/A";0
6350;463;"N/A";0
6356;464;"N/A";0
6362;465;"N/A";0
6368;466;"N/A";0
6374;467;"N/A";0
6380;468;"N/A";0
6386;469;"N/A";0
6392;470;"N/A";0
6398;471;"N/A";0
6404;472;"N/A";0
6410;473;"N/A";0
6416;474;"N/A";0
6422;475;"N/A";0
6428;477;"N/A";0
6434;478;"N/A";0
6440;479;"N/A";0
6446;480;"N/A";0
6452;481;"N/A";0
6458;482;"N/A";0
6464;483;"N/A";0
6470;484;"N/A";0
6476;485;"N/A";0
6482;486;"N/A";0
6488;487;"N/A";0
6494;488;"N/A";0
6500;489;"N/A";0
6506;490;"N/A";0
6512;491;"N/A";0
6518;492;"N/A";0
6524;493;"N/A";0
6530;494;"N/A";0
6536;495;"N/A";0
6542;496;"N/A";0
6548;497;"N/A";0
6554;498;"N/A";0
6560;499;"N/A";0
6566;500;"N/A";0
6572;501;"N/A";0
6578;502;"N/A";0
6584;503;"N/A";0
6590;504;"N/A";0
6596;505;"N/A";0
6602;506;"N/A";0
6608;507;"N/A";0
6614;508;"N/A";0
6620;509;"N/A";0
6626;510;"N/A";0
6632;511;"N/A";0
6638;512;"N/A";0
6644;513;"N/A";0
6650;514;"N/A";0
6656;515;"N/A";0
6662;516;"N/A";0
6668;517;"N/A";0
6674;518;"N/A";0
6680;519;"N/A";0
6686;520;"N/A";0
6692;521;"N/A";0
6698;522;"N/A";0
6704;523;"N/A";0
6710;524;"N/A";0
6716;525;"N/A";0
6722;526;"N/A";0
6728;527;"N/A";0
6734;528;"N/A";0
3336;340;"Masculino";0
3337;340;"Femenino";0
3338;340;"Otro";0
3339;341;"Bogotá y sus alrededores";0
3340;341;"Cali y sus alrededores";0
3341;341;"Barranquilla y sus alrededores";0
3342;341;"Cartagena y sus alrededores";0
3343;341;"Medellín y sus alrededores";0
3344;341;"Otro";0
3345;342;"18 a 25 años";0
3346;342;"26 a 35 años";0
3347;342;"36 a 45 años";0
3348;342;"46 a 55 años";0
3349;342;"56 a 65 años";0
3350;342;"más de 66 años";0
3351;343;"Hij@s";0
3352;343;"Sobrin@s";0
3353;343;"Niet@s";0
3354;343;"Otr@s";0
3355;344;"0 a 2 años";0
3356;344;"3 a 5 años";0
3357;344;"6 a 10 años";0
3358;344;"11 a 14 años";0
3359;344;"14 o más";0
3368;345;"Ver películas y series";0
3369;345;"Hacer manualidades";0
3370;345;"Leer/estudiar";0
3371;345;"Preparar recetas";0
3372;345;"Escuchar música/bailar";0
3373;345;"Practicar un deporte";0
3374;345;"Jugar video juegos";0
3375;345;"Actividades con Juguetes";0
3376;345;"Otra";0
3377;346;"Visitar centros comerciales";0
3378;346;"Salir a restaurantes";0
3379;346;"Visitar familiares o amigos";0
3380;346;"Picnic";0
3381;346;"Días en casa de campo/finca";0
3382;346;"Hacer deporte al aire libre";0
3383;346;"Asistir práctica deportiva/entrenamiento";0
3384;346;"Visitar parques infantiles /juegos";0
3385;346;"Otras";0
3386;347;"Deportes";0
3387;347;"Manualidades";0
3388;347;"Música/canto";0
3389;347;"Baile/Danza";0
3390;347;"Lectura";0
3391;347;"Ciencia y exploración";0
3392;347;"Animales/Naturaleza";0
3393;347;"Otros";0
3394;355;"Varias veces al mes";0
3395;355;"Cada 2 o 3 meses";0
3396;355;"2 veces al año";0
3397;355;"1 vez al año";0
3398;356;"Cada vez que nos antojamos de algo nuevo";0
3399;356;"Cada vez que la necesitan";0
3400;356;"Fechas especiales";0
3401;356;"Cuando hay promociones";0
3402;356;"Otras";0
3403;357;"Mamá/Papá";0
3404;357;"Niño/Niña";0
3405;357;"Abuelo/Abuela";0
3406;357;"Tío/Tía";0
3407;357;"Otros";0
3408;358;"Regalar ropa porque todo el mundo regala juguetes";0
3409;358;"Regalar juguetes por que así sientes que estás consintiendo más al niñ@";0
3410;358;"Regalar productos de aseo y cuidado";0
3411;358;"Buscar prendas que se adapten a las necesidades y edad del niñ@";0
3412;359;"Me gusta que l@s niñ@s estén a la moda";0
3413;359;"Para mi lo más importante es que l@s niñ@s se sientan cómodos";0
3414;359;"Yo escojo la ropa de l@s niñ@s porque ellos no saben combinar";0
3415;359;"Prefiero no pagar tanto por la ropa de l@s niñ@s porque crecen muy rápido";0
3416;360;"Correo electrónico";0
3417;360;"Mensaje de texto";0
3418;360;"WhatsApp";0
3419;360;"Llamada";0
3420;360;"Redes sociales";0
3421;360;"Ninguna de las anteriores";0
3422;360;"Otros";0
3423;361;"100% presencial";0
3424;361;"100% virtual";0
3425;361;"Alternancia";0
3426;361;"Otra";0
3433;362;"No tiene mascota";0
3434;362;"Perro";0
3435;362;"Gatos";0
3436;362;"Ave";0
3437;362;"Roedor";0
3438;362;"Caballo";0
3439;362;"Otra";0
3440;363;"Masculino";0
3441;363;"Femenino";0
3442;364;"Bogotá y sus alrededores";0
3443;364;"Cali y sus alrededores";0
3444;364;"Barranquilla y sus alrededores";0
3445;364;"Cartagena y sus alrededores";0
3446;364;"Medellín y sus alrededores";0
3447;365;"18 a 25 años";0
3448;365;"26 a 35 años";0
3449;365;"36 a 45 años";0
3450;365;"46 a 55 años";0
3451;365;"56 a 65 años";0
3452;365;"más de 66 años";0
3453;366;"Hijos/Hijas";0
3454;366;"Sobrinos/Sobrinas";0
3455;366;"Nietos/Nietas";0
3456;366;"Otros";0
3457;367;"Problemas de calidad con los productos";0
3458;367;"Diseño de los productos";0
3459;367;"Falta de disponibilidad y variedad de productos";0
3460;367;"Ahora compras otra marca";0
3461;367;"Temas económicos personales";0
3462;367;"Problemas con el la atención recibida en las tiendas";0
3463;367;"No has tenido la necesidad de comprar ropa para los niñ@s";0
3464;367;"Trato de salir poco por temas de la pandemia";0
3465;367;"Dificultades para comprar en la tienda Online";0
3466;367;"El niñ@ ya creció y no usa la marca";0
3467;367;"Otras";0
3468;370;"Variedad de productos";0
3469;370;"Calidad del producto";0
3470;370;"Precio Vs producto adquirido";0
3471;370;"Amabilidad en la atención";0
3472;370;"Acompañamiento durante la compra";0
3726;372;"10";0
3727;372;"9";0
3728;372;"8";0
3729;372;"7";0
3730;372;"6";0
3736;373;"10";0
3737;373;"9";0
3738;373;"8";0
3739;373;"7";0
3740;373;"6";0
3746;373;"0";0
4727;297;"Hijos/Hijas";0
4728;297;"Sobrinos/Sobrinas";0
4729;297;"Nietos/Nietas";0
4730;297;"Otros";0
4823;302;"No";0
4934;304;"No";0
5223;318;"No";0
5325;298;"Celular";0
5326;298;"Tablet";0
5327;298;"Computador";0
5328;298;"Otro";0
5375;388;"10";0
5376;388;"9";0
5377;388;"8";0
5378;388;"7";0
5379;388;"6";0
5389;395;"Otr@s";0
5392;305;"Tiempos de entrega";0
5393;305;"Devoluciones";0
5394;305;"Pagos y facturación";0
5395;305;"Pedido incompleto";0
5396;305;"Problema con el producto";0
5397;305;"Otros";0
5403;387;"10";0
5404;387;"9";0
5405;387;"8";0
5406;387;"7";0
5407;387;"6";0
5620;411;"Si";0
5621;411;"No";0
5622;411;"Me es indiferente";0
5625;412;"Si";0
5715;393;"No";0
5721;319;"Cambio de productos";0
5722;319;"Garantía de productos";0
5723;319;"Atención y asesoría";0
5724;319;"Otros";0
5850;310;"Femenino";0
5851;310;"Masculino";0
5852;310;"Prefiero no decir";0
5853;310;"Otro";0
5854;312;"17 años o menos";0
5855;312;"18 a 25 años";0
5856;312;"26 a 35 años";0
5857;312;"36 a 45 años";0
5858;312;"46 a 55 años";0
5859;312;"56 a 65 años";0
5860;312;"66 años o más";0
5861;313;"Hijos/Hijas";0
5862;313;"Sobrinos/Sobrinas";0
5863;313;"Nietos/Nietas";0
5864;313;"Otros";0
5911;323;"10";0
5912;323;"9";0
5913;323;"8";0
5914;323;"7";0
5915;323;"6";0
5921;322;"10";0
5922;322;"9";0
5923;322;"8";0
5924;322;"7";0
5925;322;"6";0
5951;275;"10";0
5952;275;"9";0
5953;275;"8";0
5954;275;"7";0
5955;275;"6";0
5961;403;"Menos de 1 año";0
5962;403;"Entre 1 y 2 años";0
5963;403;"Entre 2 y 3 años";0
5964;403;"Entre 3 a 4 años";0
5965;403;"4 años o más";0
5966;406;"Si";0
5967;406;"No";0
5975;408;"Primaria";0
5976;408;"Secundaria";0
5977;408;"Técnica";0
5978;408;"Tecnología";0
5979;408;"Pregrado";0
5980;408;"Posgrado";0
5981;408;"Ninguna";0
5982;408;"Otra";0
5983;409;"Casado/Casada";0
5984;409;"Viudo/Viuda";0
5985;409;"Divorciado/Divorciada";0
5986;409;"Unión libre";0
5987;409;"Soltero/Soltera";0
5988;410;"Tapabocas";0
5989;410;"Buzos y chaquetas";0
5990;410;"Camisas";0
5991;410;"Zapatos";0
5992;410;"Vestidos";0
5993;410;"Shorts y faldas";0
5994;410;"Camisetas";0
6001;423;"Primera vez";0
6002;423;"Entre 1 y 3 meses";0
6003;423;"Entre 3 y 5 meses";0
6004;423;"Más de un año";0
6005;423;"Entre 5 y 7 meses";0
6020;394;"Otr@s";0
6021;279;"Femenino";0
6022;279;"Masculino";0
6023;279;"Prefiero no decir";0
6024;279;"Otros";0
6025;278;"17 años o menos";0
6026;278;"18 a 25 años";0
6027;278;"26 a 35 años";0
6028;278;"36 a 45 años";0
6029;278;"46 a 55 años";0
6030;278;"56 a 65 años";0
6031;278;"66 años o más";0
6032;281;"Hijos/Hijas";0
6033;281;"Sobrinos/Sobrinas";0
6034;281;"Nietos/Nietas";0
6035;281;"Otros";0
6060;328;"No";0
6065;329;"Atención y asesoría";0
6066;329;"Cambio de productos";0
6067;329;"Garantía de productos";0
6068;329;"Otro";0
6073;332;"10";0
6074;332;"9";0
6075;332;"8";0
6076;332;"7";0
6077;332;"6";0
6083;277;"10";0
6084;277;"9";0
6085;277;"8";0
6086;277;"7";0
6087;277;"6";0
6093;203;"10";0
6094;203;"9";0
6095;203;"8";0
6096;203;"7";0
6097;203;"6";0
6103;201;"Si";0
6104;201;"No";0
6105;226;"Si";0
6106;226;"No";0
6109;227;"Si";0
6110;227;"No";0
6111;229;"Si";0
6112;229;"No";0
6113;230;"10";0
6114;230;"9";0
6115;230;"8";0
6116;230;"7";0
6117;230;"6";0
6123;248;"Si";0
6124;248;"No";0
6125;248;"Otros";0
6126;264;"10";0
6127;264;"9";0
6128;264;"8";0
6129;264;"7";0
6130;264;"6";0
6146;271;"10";0
6147;271;"9";0
6148;271;"8";0
6149;271;"7";0
6150;271;"6";0
6156;272;"10";0
6157;272;"9";0
6158;272;"8";0
6159;272;"7";0
6160;272;"6";0
6166;273;"Mucho menos tiempo de lo esperado";0
6167;273;"Un poco menos tiempo de lo esperado";0
6168;273;"El tiempo que esperaba";0
6169;273;"Un poco más tiempo de lo esperado";0
6170;273;"Mucho más tiempo de lo esperado";0
6171;225;"10";0
6172;225;"9";0
6173;225;"8";0
6174;225;"7";0
6175;225;"6";0
6181;389;"10";0
6182;389;"9";0
6183;389;"8";0
6184;389;"7";0
6185;389;"6";0
6191;294;"Femenino";0
6192;294;"Masculino";0
6193;294;"Prefiero no decir";0
6194;294;"Otros";0
6195;296;"18 a 25 años";0
6196;296;"26 a 35 años";0
6197;296;"36 a 45 años";0
6198;296;"46 a 55 años";0
6199;296;"56 a 65 años";0
6200;296;"más de 66 años";0
6735;333;"10";0
6736;333;"9";0
6737;333;"8";0
6738;333;"7";0
6739;333;"6";0
6745;324;"10";0
6746;324;"9";0
6747;324;"8";0
6748;324;"7";0
6749;324;"6";0
4822;302;"Si";303
4933;304;"Si";392
5222;318;"Si";393
5238;320;"Si";321
5239;320;"No";319
5367;392;"Si";306
5368;392;"No";305
5418;306;"Si";397
5419;306;"No";307
5626;412;"No";421
5714;393;"Si";320
6059;328;"Si";391
6061;391;"Si";330
6062;391;"No";329
6063;330;"Si";331
6064;330;"No";329
